"Tweet text","Timestamp","Most important word","Polarity","Subjectivity","Retweets","ora","data","important tweets"
"#OccupyWallStreet: Report - Police scanner indicates 182 arrests http://t.co/29L8295e #p2 #tcot #OWS",1321363980,"indicates","0.0","0.0",4,"08:33",,
"#OWS reports of 50+ arrests so far in NYC. more arrests in progress, several groups of protesters all over lower Manhattan",1321364040,"arrests","0.2","0.5",4,"08:34",,
"If there's something you care about enough to take to the streets, expect to be arrested. This ain't freedom. #ows",1321364040,"expect","0.0","0.5",6,"08:34",,
"When the police are the ones doing the wrong, who is there to arrest them? #ows",1321364040,"ones","-0.5","0.9",3,"08:34",,
"Reports of arrests and violence by the cops, 1000s in the street, yet not one report of property destruction by the people. #ows",1321364100,"destruction","0.0","0.0",31,"08:35",,
"New York City Councilman reportedly arrested, injured http://t.co/fdYgeH1l #ows via: @HuffingtonPost",1321364160,"reportedly","0.14","0.45",7,"08:36",,
"Protesters in kitchen are being tear gassed one by one and dragged out and arrested. I am being overwhelmed by teargas and must go #OWS",1321364220,"overwhelmed","0.0","0.0",27,"08:37",,
"Reports that NYPD has tear-gassed people in the #OccupyWallStreet kitchen and arresting them in Zuccotti #OWS",1321364340,"kitchen","0.0","0.0",7,"08:39",,
"Remaining protesters at Zuccotti Park now starting to get arrested, per producer on scene. #OWS",1321364340,"producer","0.0","0.1",15,"08:39",,
"livestream from #ows http://t.co/i94UcgNc says protestors in kitchen tear gassed and arrested",1321364340,"gassed","0.0","0.0",2,"08:39",,
"The kitchen at #LibertySquare is now being teargassed, press not allowed to record. Occupiers arrested 1 by 1. #OWS",1321364340,"teargassed","0.0","0.0",39,"08:39",,
"The people in the kitchen in Zucotti Park are being tear gassed-being wrestled to ground and arrested-press kept away from filming it. #OWS",1321364340,"wrestled","0.0","0.0",3,"08:39",,
"mic check: peaceful protesters in the kitchen of #OWS have been tear gassed, wrestled to the ground, and arrested",1321364400,"wrestled","0.25","0.5",3,"08:40",,
"Live feed and recording prohibited inside park as NYPD violently arrested peaceful protesters tonight at #OWS.",1321364460,"prohibited","0.19","0.5",2,"08:41",,
"Another #OWS update: Peaceful protesters in the kitchen have been tear-gassed, wrestled to the ground, arrested... http://t.co/SjFJOrGh",1321364520,"wrestled","0.25","0.5",3,"08:42",,
"Everyone arrested at any #Occupy location please bring suit in federal court against the arresting agent for violation of civil rights. #OWS",1321364640,"agent","0.0","0.0",3,"08:44",,
"#BloNo #OWS Zucotti Park being raided. Many injured, many arrested. Books thrown in gar... http://t.co/nXhcZDIp #usrevolution",1321364640,"gar","0.5","0.5",5,"08:44",,
"#police counting 182 #OWS #Occupyarrests so far in tonights RAID STILL IN PROGRESS #OO #OSF #OLSX #Syntagma #Tahrir #OccupyChina #OSLC #OLA",1321364700,"occupychina","0.1","1.0",5,"08:45",,
"oddly, NYPD is arresting people remaining on private property after being asked to leave - otherwise known as trespassing. #ows",1321364760,"oddly","0.0","0.38",3,"08:46",,
"The last few protesters inside #Zuccotti Park are now being arrested for a final sweeping of the park. #ows",1321364820,"sweeping","-0.01","0.53",18,"08:47",,
"filthy hipsters have chained themselves to the kitchen at #OWS.. 50 reported arrests by a crackhead on streaming video..",1321364820,"crackhead","-0.8","1.0",2,"08:47",,
"journalists arrested, chained people tear gassed, the #NYPD are doing what Mubarak didn't dare. #OWS #obamashouldintervene",1321365000,"obamashouldintervene","0.0","0.0",3,"08:50",,
"I'm now trapped behind orange mesh I no longer can see the brutality of the arrests being made first hand Want to Go home #OWS",1321365240,"mesh","-0.08","0.52",2,"08:54",,
"Reports that Councilman Ydanis Rodríguez has been not only injured, but arrested. #occupywallstreet #ows",1321365300,"rodríguez","0.0","1.0",3,"08:55",,
"Cops down to the last few #ows protesters (hacksaws?). the NYT's Colin Moynihan and Robert Stolarik quit #Zuccotti to avoid arrest. #nicejob",1321365360,"hacksaws","-0.05","0.29",52,"08:56",,
"There are reports of police refusing to follow orders to arrest protestors. This also happened in Tahrir Square! HUGE #ows #Zuccotti Park",1321365600,"refusing","0.4","0.9",3,"09:00",,
"DSNY worker walking through the space across Liberty Plaza says he witnessed arrests. #OWS",1321365600,"dsny","0.0","0.0",2,"09:00",,
"VIDEO - police beatings and arrests in New York: http://t.co/8YKdBLG5 Occupy Wall Street is being cleared. #ows",1321365660,"beatings","0.14","0.45",2,"09:01",,
"Here's the photo of Ray Kelly that prompted an officer to threaten [@animalnewyork] with arrest. #OWS http://t.co/2fUElyTl",1321365900,"prompted","0.0","0.0",7,"09:05",,
"#OWS NYPD sending arrest wagons to Broadway and Fulton also Washington Sq. park via scanner",1321366200,"fulton","0.0","0.0",7,"09:10",,
"Excellent photos of NYPD Police Commissioner threatening press with arrest for reporting. #OWS http://t.co/ji10qCZk",1321366560,"commissioner","1.0","1.0",3,"09:16",,
"U.S. banks rob the people, nearly none arrested. Civilians protest, MANY hundreds arrested. What is wrong with this picture? #ows #nypd",1321366740,"arrested","0.0","0.7",4,"09:19",,
"BREAKING NEWS: According to the NYPD scanner, those arrested will be taken to Manhattan Central Booking #OWS #OccupyNewYork",1321366740,"occupynewyork","0.0","0.25",2,"09:19",,
"Sanitation trucks have arrived at the parks and are currently cleaning the area 'Still making arrests in park' - NY 1 reporter #ows",1321366800,"arrived","0.0","0.0",5,"09:20",,
"Photo: Julie Walker @NPR freelancer arrested alone around 3 am. Pls let NPR know. She had her badges on #ows http://t.co/MbZ4jEBY",1321366800,"julie","0.0","0.0",74,"09:20",,
".@nyobserver says it has confirmation that city council member Ydanis Rodriguez was arrested at #ows. http://t.co/VAdIYwde",1321366920,"confirmation","0.0","0.0",81,"09:22",,
"Photo: Julie Walker @NPR freelancer arrested alone around 3 am. Pls let NPR know. She had her badges on #ows http://t.co/UVrkqRW6",1321366920,"julie","0.0","0.0",3,"09:22",,
"Foley Sq likely about to be blocked off. Still unclear whether we're subject to arrest here or where we're going. #ows",1321366980,"unclear","-0.08","0.67",3,"09:23",,
"Credentialed members of the press are being arrested at #OccupyWallStreet. WHAT THE FUCK NYPD?! #OWS",1321367280,"credentialed","0.0","0.0",12,"09:28",,
"How many news orgs had their reporters arrested at #OWS tonight? Let's start compiling a list. #OccupyWallStreet",1321367340,"compiling","0.5","0.5",9,"09:29",,
"A media blackout, a dumped library, police violence and arrests. What century are we in, again? #ows",1321367400,"dumped","0.0","0.0",11,"09:30",,
"Penn State riots for child molester protector w/ overturned cars and fires = 0 arrests - peaceful protesters fighting for our rights .. #ows",1321367460,"molester","0.25","0.5",4,"09:31",,
"Abt 30 cops at foley sq, 200 occupiers. #ows pol. Claim they're not making arrests yet.",1321367580,"pol","0.0","0.0",3,"09:33",,
"Julie Walker NPR freelancer arrested alone a/ 3 am. Pls let NPR know. She had her badges on #ows http://t.co/aFIpaCwI @nprnews @RSF_RWB",1321367640,"npr","0.0","0.0",2,"09:34",,
"NBC news reporting at least 70 arrests in Zuccotti park #ows #occupy #oo #GeneralStrike #LibertyPlaza #nypd #occupyarrests #OccupyWallSt",1321367700,"generalstrike","-0.5","1.0",23,"09:35",,
"UPDATE: Union Square is near empty, 7 protesters try to get texts or calls from friends. We are trying to confirm total arrests.. #OO #OWS",1321368060,"texts","0.0","0.55",13,"09:41",,
"Remember when Tea Baggers walked around with assault rifles where Obama was speaking? No arrests. Unarmed people sitting: riot gear! #OWS",1321368060,"baggers","0.0","0.0",8,"09:41",,
"Many people got arrested if you know their names call the National Lawyers Guild 2126796018 #OWS #OccupyWallSt",1321368240,"names","0.5","0.5",2,"09:44",,
".@nyobserver says it has confirmation that city council member Ydanis Rodriguez was arrested at #ows. http://t.co/6i8CbatY #nypd",1321368420,"confirmation","0.0","0.0",2,"09:47",,
"Arresting journalists from @NPR and @NYTimes is only a PR disaster if you're not planning to arrest even more journalists next time. #ows",1321368420,"journalists","0.17","0.5",3,"09:47",,
"Norman Siegel at #FoleySquare just spoke to cops here. They said they won't make arrests. Park opens in 1 hour. #OWS",1321368660,"norman","0.0","0.0",30,"09:51",,
"NBC news reporting at least 70 arrests in Zuccotti park #ows #occupy #oo #GeneralStrike #LibertyPlaza #nypd #OccupyWallSt via @OWSpost",1321368960,"generalstrike","-0.5","1.0",2,"09:56",,
"Scenes from Zuccotti Park evacuation: arrests, tents cleared, NYPD and sanitation, protesters in chains. VIDEO: http://t.co/65xjCInR #OWS",1321369080,"chains","0.0","0.0",13,"09:58",,
"Amazing the shrieking by the sandal footed fuckmongs of #OccupyLSX abt 70 #ows arrested. Said fuck all when 150 #EDL arrested for pre-crime",1321369260,"fuckmongs","0.75","1.0",5,"10:01",,
"@occupywallstnyc #ows in bus arrested. Parkeed and not moving. Cops not sure where to take us. They r unsure with all marchers. Rt",1321369380,"parkeed","0.5","0.89",15,"10:03",,
"Many people got arrested if you know their names call the National Lawyers Guild 2126796018 #OWS #OccupyWallSt",1321369500,"names","0.5","0.5",2,"10:05",,
"View images of evictions and arrests of #OWS #OccupyWallStreet protesters when they cleared #ZuccottiPark. http://t.co/IBuNTdPX",1321369560,"images","0.0","0.0",36,"10:06",,
"@jess_schiff NYPD arrest vans incoming to Broadway and Pine. Spread the word. #ows #nypdscanner",1321369680,"incoming","0.0","0.0",2,"10:08",,
"Bus full of arrested protestors just rolled by Foley Square. Protestors went wild #OWS #OFS",1321369860,"protestors","0.22","0.48",7,"10:11",,
"My friend who was arrested just call me, she's in a paddywagon with 14 people since 1hour ago they were all beaten #OWS #OccupyWallSt",1321369860,"paddywagon","0.0","0.0",19,"10:11",,
"Police clearing people from street here at Broadway and Pine. If do not leave street, will be arrested #ows",1321369860,"street","0.0","0.0",16,"10:11",,
"#ows we can hear the marches from arrest bus. Beautifull.",1321369860,"beautifull","0.0","0.0",6,"10:11",,
"Two buses full of arrested protesters pause at red light by Foley. Crowd cheers and handcuffed protesters in buses cheer through window #OWS",1321369860,"buses","0.25","0.42",2,"10:11",,
"Police vans of #ows arrestees just drove by #foleysquare. Huge cheer for them. http://t.co/mOBQLWxi",1321369920,"drove","0.4","0.9",24,"10:12",,
"via livestream #OccupyWallStreet protesters warned if they're blocking pedestrian traffic they'll be arrested. Ped. traffic at this am? #ows",1321369920,"traffic","0.0","0.0",2,"10:12",,
"People being violently arrested right now in Broadway with Pine St #OWS #OccupyWallSt",1321370040,"violently","0.29","0.54",26,"10:14",,
"#NYPD drives paddy wagon carrying arrested #ows protesters around #FoleySquare @TheBrooklynInk @brianstelter http://t.co/41vWvg5t",1321370100,"drives","0.0","0.0",16,"10:15",,
"Two buses full of arrested protesters pause at red light by Foley. Crowd cheers and handcuffed protesters in buses cheer through window #OWS",1321370220,"buses","0.25","0.42",2,"10:17",,
"AJELive: View images of evictions and arrests of #OWS #OccupyWallStreet protesters when they cleared #ZuccottiPa... http://t.co/UqPNNYoN",1321370520,"zuccottipa","0.0","0.0",6,"10:22",,
"Just witnessed a fucking brutal arrest of a black girl by two NYPD. Bway and Barclay. #OWS",1321370640,"barclay","-0.52","0.72",19,"10:24",,
"#ows heari g folks marching. I am arrested in bus with some folks. All love to you all.",1321370700,"heari","0.0","0.0",5,"10:25",,
"Was arrested at #OWS. Now released.",1321370940,"released","0.0","0.0",23,"10:29",,
"#OWS NYPD is arresting people for crossing streets. via livestream",1321371000,"crossing","0.0","0.0",13,"10:30",,
"The @TheOther99's livestream cameraman is walking with others towards Foley Square. Apparently arrests are happening there now. #OWS",1321371120,"cameraman","0.0","0.0",2,"10:32",,
"If the #NYPD @NYPDnews and Mayor @MikeBloomberg want to arrest the criminals,The NYSE opens at 8:30. #OWS #occupywallstreet",1321371180,"nyse","0.0","0.0",3,"10:33",,
"70 arrests confirmed tonight #OWS @OccupyArrests",1321371360,"confirmed","0.4","1.0",3,"10:36",,
"Council Member Rodriguez is currently in central booking, arrested while showing support for #ows #occupywallstreet",1321371480,"booking","0.0","0.25",84,"10:38",,
"Apparently reports are true that NYPD bloodied NYC council member while arresting him at #OWS ? via@newyorkobserver http://t.co/Ky0pFWdQ",1321371660,"bloodied","0.35","0.65",3,"10:41",,
"Hundreds at #FoleySquare now. No arrests so far here. Park opens at 6am. Looks like we in the clear. Come one, come all, come 99%. #OWS",1321371720,"foleysquare","0.13","0.73",6,"10:42",,
"Overnight #OccupyOakland attacked by LRAD weapons, #OWS by tear gas, batons, press blackout BUT you can't arrest an idea whose time has come",1321371720,"overnight","0.0","0.0",3,"10:42",,
".@OccupyWallSt Follow us for updates on ydanis and the more than 70 other supporters of #ows arrested tonight",1321371900,"ydanis","0.19","0.44",12,"10:45",,
"Among the people arrested, I'm told, is @nyccouncil member Ydanis Rodriguez of Manhattan. #ows",1321371960,"ydanis","0.0","0.0",7,"10:46",,
"Another arrested freelance journalist arrested at #OWS tonight - Julie Walker via @MSQRD cc @sfslim @gregmitch @AJStream",1321372020,"freelance","0.0","0.0",8,"10:47",,
"People need to use bathroom in arrest bus. Police aren't letting people go. Sitting here for hours. #ows #occupywallst rt",1321372020,"bathroom","0.0","0.0",18,"10:47",,
"NYPD raid VIDEO: #OccupyWallStreet protesters arrested at #Zuccotti Park http://t.co/jgVTKqYr #OWS",1321372140,"arrested","0.0","0.0",18,"10:49",,
"Someone already released from jail said arrestees are walking around one police plaza looking for this #ofs #ows",1321372560,"arrestees","0.0","0.0",5,"10:56",,
"#ows arrestee forced to pee on bus floor. Other arrested helped her take pants off. Police sitting outside laughing. Rt",1321372680,"arrestee","-0.06","0.21",41,"10:58",,
"Zucotti Park cleared late last night. Channel 4 reports more than 100 arrests. Protestors gathering in other spots in Lower Manhattan. #OWS",1321372860,"spots","0.01","0.39",4,"11:01",,
"The number of arrests of journos trying to cover #OWS and other occupations should be of great concern to all",1321372980,"journos","0.1","0.52",10,"11:03",,
"Group planning marches to Wall Street and the courthouse where Brooklyn Bridge arrestees from Oct. 1 will be. #OFS #OWS",1321373100,"arrestees","0.0","0.0",6,"11:05",,
"Manhattan: Zuccotti Park was cleared out this night by NYPD riot squad. Numerous people arrested. EMS treated multiple patients. #OWS",1321373400,"patients","0.0","0.25",21,"11:10",,
"#OWS #OFS #mediablackout Occupy Wall Street 10/15/11 NYPD arrest Times Square video #policebrutality (cont) http://t.co/BpKboORK",1321373520,"policebrutality","0.0","0.0",4,"11:12",,
"Incredibly Fitting: 4000th @OccupyArrests will likely happen at #OWS today. This will equal number Iran arrested after last election. #OO",1321373640,"fitting","0.12","0.46",23,"11:14",,
"You cannot bully, push, intimidate, throw away, arrest, or evict an idea. #ows @occupywallstnyc @occupypdx @occupyneptune @occupyoregon",1321373820,"intimidate","0.0","0.0",21,"11:17",,
"ever since my arrest, I've been scared of the #NYPD and after tonight, I'm terrified. I almost miss my days of naivete/ trusting cops. #ows",1321373940,"trusting","0.0","0.0",6,"11:19",,
"#ows #ofs up all night reporting about eviction just spoke 2 man who was arrested he said 'we r just getting started'",1321374060,"spoke","0.0","0.0",3,"11:21",,
"#BreakingNews #OWS protestors evicted from Zuccotti Park have assembled at Foley Square - 70 arrested. Sanitation crews cleaning right now.",1321374240,"assembled","0.29","0.54",3,"11:24",,
"More JOURNALIST have been arrested than bankers. #OWS #OccupyWallStreet",1321374300,"journalist","0.5","0.5",78,"11:25",,
".@joenbc @morningmika Is there a legal basis for denying reporters 1st Amend rights to cover NYPD raiding Zuccotti, threatening arrest? #ows",1321374360,"basis","0.2","0.2",3,"11:26",,
"Authorities in Syria and U.S. Violently put down protesters last night, media were blocked as citizens beaten and arrested in New York #ows",1321374600,"violently","0.0","0.28",2,"11:30",,
"Check out @jcstearns aggregation and comment on media arrest at various #OWS sites http://t.co/c2auxIuP",1321374660,"aggregation","0.0","0.5",4,"11:31",,
"Spox for Manhattan Councilman Ydanis Rodriguez says he was arrested at #OWS, and is in central booking right now",1321374840,"spox","0.14","0.39",6,"11:34",,
"Occupy Wall St camp at Zuccotti Park has been cleared. Over 100 arrests. This was always going to do this. So - What now? #ows #occupysydney",1321375320,"occupysydney","0.0","0.0",3,"11:42",,
"Confirmed 70 arrests at #ows",1321376040,"confirmed","0.4","1.0",2,"11:54",,
"Confirmed 70 arrests at #ows",1321376040,"confirmed","0.4","1.0",2,"11:54",,
"NEW video violent arrests, batons earlier via @johnknefel http://t.co/Hh8vLcG9 // he is onsite now near Foley Sq General Assembly now #ows",1321376100,"onsite","-0.1","0.57",11,"11:55",,
"http://t.co/0hDbf2eg NYC cops evict #OWS from Zuccotti Park - arresting at least 70 protesters.",1321376220,"arresting","-0.5","1.0",2,"11:57",,
"Glad she'll be out #OWS MT @acarvin @katz @hunterw a reporter freelancing for NPR was arrested around 3am. Nypd: she'll be released shortly",1321376220,"freelancing","0.5","1.0",10,"11:57",,
"Anyone at #FoleySq aware of any journos besides npr freelancer Julie Walker getting arrested overnight? #OWS",1321376340,"julie","0.25","0.25",15,"11:59",,
"1 from NYT (cc @brianstelter) MT @acarvin Anyone at Foley aware of any journos besides npr freelancer Julie Walker arrested overnight? #OWS",1321376460,"julie","0.25","0.25",2,"12:01",,
"Some movement, an arrest, tension rises slightly again between protesters and police. #OWS",1321376460,"rises","0.0","0.0",7,"12:01",,
"Why doesn't this @NewYorkPost story mention councilman assaulted by police at #OWS or journos blocked/arrested? http://t.co/gaPFGQBV Forgot.",1321376460,"assaulted","0.0","0.0",6,"12:01",,
"Extraordinary photo of meditating men arrested at #occupyOakland http://t.co/S1laNNc5 #OWS #OccupyLSX",1321376700,"meditating","0.33","1.0",6,"12:05",,
"GlobalRevLive video of violent arrests, batons earlier via @johnknefel http://t.co/J6gze6Zv // now near Foley Sq #GeneralAssembly now #ows",1321377000,"globalrevlive","-0.23","0.63",3,"12:10",,
"At least 70 arrested after NYPD clears anti-Wall Street protesters from #Zuccotti Park in middle of the night #OWS http://t.co/en8pdO63",1321377240,"clears","-0.25","0.5",12,"12:14",,
"Waking to news of #OWS raids - 100+ arrested, 5000 books trashed, movement regrouping at Foley Square. Way to amplify the movement, NYPD!",1321377240,"amplify","0.0","0.0",3,"12:14",,
"@MikeBloomberg @BarackObama Land of the Free? #MediaBlackout of #ows beaten, media arrested, no fly zone. Is the USA a Corp Dictatorship?",1321377300,"dictatorship","0.6","0.85",4,"12:15",,
"BREAKING: Female speaker at #FoleySq GA just announces 150+ arrests at #OccupyWallSt. Unable to confirm.. #OO #OWS #OccupyFoleySq",1321377360,"announces","-0.25","0.33",15,"12:16",,
"Someone urges they save their energy for the bigger march on Thursday and stick to the sidewalks to avoid arrests today. #OWS #FoleySquare",1321377840,"urges","0.0","0.5",3,"12:24",,
"#OWS Police arrest 70 Occupy Wall Street protesters (Tampa Bay Online): NEW YORK (AP) — Police a... http://t.co/TC5udbPq #OccupyUSA #N17",1321377960,"tampa","0.14","0.45",5,"12:26",,
"My roommate was in Egypt during the revolution, she said she never imagined the same banning/arresting of media could happen in the US #ows",1321378080,"roommate","0.0","0.12",24,"12:28",,
"tear gassing of the kitchen. - Violent arrests, pepper spray #OWS #occuppywallstreet | http://t.co/z42PL2qp |",1321379100,"gassing","-0.8","1.0",2,"12:45",,
"100+ arrested in police raid on Occupy Wall Street protest at #Zuccotti Park - deputy police commissioner Paul Browne. #ows",1321379340,"browne","0.0","0.0",3,"12:49",,
"Way to go, Bloomberg! #ZuccottiPark cleared of squatters! http://t.co/tbMROtsJ #OWS #occupyclt #occupydc #occupyboston #occupyarrests",1321379400,"occupyclt","0.0","0.0",7,"12:50",,
"#NYPD raid video: #OWS protesters arrested at #Zuccotti Park [VIDEO] http://t.co/fr9BdLj0",1321379400,"video","0.0","0.0",6,"12:50",,
"Legal Team counts 115 #OWS #Occupyarrests this morning (discrepancy w police scanner mentioning 187?) #OFS #OSF #OO #OLSX #Tahrir #Syntagma",1321379460,"discrepancy","0.2","0.2",5,"12:51",,
"Over 100 ppl arrested in overnight police raid of #OWS protest at #ZuccottiPark in N.Y., according to deputy police commissioner Paul Browne",1321379520,"browne","0.0","0.0",2,"12:52",,
"Over 100 ppl arrested in overnight police raid of #OWS protest at #ZuccottiPark in N.Y., according to deputy police commissioner Paul Browne",1321379520,"browne","0.0","0.0",2,"12:52",,
"Video: Tear gassing of the kitchen. - Violent arrests pepper spray #OWS #occuppywallstreet (by 12160info) http://t.co/VdWKTnPt",1321379760,"gassing","-0.8","1.0",3,"12:56",,
"Video: Violent arrests #OWS #occuppywallstreet. (by 12160info) http://t.co/AZ9QIh2m",1321379880,"occuppywallstreet","-0.8","1.0",4,"12:58",,
"#Occupy protesters ordered to leave NY park, many arrested http://t.co/EIn1LxyC #ows",1321380600,"leave","0.5","0.5",29,"13:10",,
"If judge rules evicting Occupiers was illegal, does that mean #OWS can citizen's arrest cops for false arrest, assault and kidnapping?",1321381020,"kidnapping","-0.4","0.6",8,"13:17",,
"After night of arrests (http://t.co/3LU2tBWx), a judge orders that #ows protesters can return to Zucotti Park today: http://t.co/R90IbsNm",1321381440,"return","0.0","0.0",13,"13:24",,
"Updated: 14 journalists have now been arrested at #ows around the country. Full LIst: http://t.co/Rx4zqCJF",1321381920,"updated","0.35","0.55",2,"13:32",,
"Free @intikana the homey got beaten and arrested early this morning at #OWS @RDACBX #Family",1321382100,"homey","0.25","0.55",5,"13:35",,
"Bloomberg says nearly 200 protesters arrested #OWS",1321382340,"nearly","0.0","0.0",6,"13:39",,
"#ows #occupy #DC Direct your energy towards getting rid of the criminals in congress Police arrest NYC protesters #News http://t.co/Gwf8CEMx",1321382340,"rid","0.1","0.4",2,"13:39",,
"About 200 arrests, Mayor says. #OWS",1321382340,"arrests","0.0","0.0",10,"13:39",,
"Mayor #Bloomberg said about 200 were arrested at or near #OWS",1321382340,"mayor","0.1","0.4",2,"13:39",,
"Mayor #Bloomberg said about 200 were arrested at or near #OWS",1321382340,"mayor","0.1","0.4",2,"13:39",,
"There were just under 200 #OWS arrests this a.m., @MikeBloomberg says.",1321382400,"arrests","0.0","0.0",9,"13:40",,
"We cannot wait for someone to get killed in New York City or injure others. You're all under arrest. #OWS",1321382400,"injure","0.14","0.45",2,"13:40",,
"Dear America, we cannot wait for someone to get killed in this country or injure others. You're all under arrest. #OWS",1321382460,"injure","0.0","0.0",12,"13:41",,
"How are all these #OWS ppl arrested, yet the fucking d-bag Penn State students were able to turn over a van while defending a pederast?",1321382460,"pederast","0.5","0.62",4,"13:41",,
"Got my ass kicked by cops, arrested, and cut loose. Full story coming on today's FAWKES NEWS. #OWS #OccupyWallSt #FuckThePolice",1321383000,"fuckthepolice","0.14","0.41",2,"13:50",,
"was arrested covering #ows as npr freelancer. thnx to all for the concern. am out of jail. #fb",1321383000,"thnx","0.0","0.0",38,"13:50",,
"Cops at #OWS blocked all entrances and exits, blocked media. Unconfirmed reports of over 200 arrested. Park has reopened. #TakeItback pls rt",1321383060,"blocked","0.0","0.0",55,"13:51",,
"NYC Councilman arrested and jailed in #ows raid by police. #occupydenver #occupyoc #occupystl They are losing their grip on this.",1321383420,"grip","0.0","0.0",5,"13:57",,
"Bk bridge arrestees to be arraigned today #occupywallstreet #ows",1321383840,"arraigned","0.0","0.0",5,"14:04",,
"Cmmr Ray Kelly: 142 people were arrested in park, 50-60 elsewhere. #ows",1321383900,"cmmr","0.0","0.0",2,"14:05",,
"Councilman ydanis Rodriguez arrested at #occupywallstreet #ows",1321383900,"ydanis","0.0","0.0",6,"14:05",,
"NPR freelancer Julie Walker arrested at #OWS around 3am, now released from NYPD custody. Attn: Lisa Simeone",1321384020,"simeone","0.0","0.0",3,"14:07",,
"Riot police finally show up on Wall Street. But they're there to arrest peaceful protesters, not the bankers who killed 15 million jobs #ows",1321384260,"killed","0.25","0.5",3,"14:11",,
"#MSM now covering #OWS hardcore. #OWS shld bottle up the entire city @ strategic pts while the cameras are there. You cannot arrest an idea.",1321384440,"pts","0.0","0.62",6,"14:14",,
"http://t.co/tgjHNP6C NYC City Council member arrested at #ZucottiPark #LibertySquare #OWS #NYC",1321384740,"zucottipark","0.0","0.0",2,"14:19",,
"Wow. NYPD raid zuccotti last night at 4 in the morning. Reports of 70 arrests. #ows #oo #occupywallst #OPdx #occupyoakland #shame",1321384800,"shame","-0.03","0.1",3,"14:20",,
"Riot police finally show up on Wall Street. But they're there to arrest peaceful protesters, not the bankers who killed 15 million jobs #ows",1321385580,"killed","0.25","0.5",3,"14:33",,
"CORRECTION 180-190 #occupyarrests according to NYT, at #ows morning raid. Today's numbers: 210+ #oo #occupyoakland #OPdx #shame",1321385760,"correction","0.0","0.0",11,"14:36",,
".@JoshHarkinson made it into Zuccotti Park last night, risked arrest to get the story about what the NYPD ws doing #ows http://t.co/3wQEqujD",1321386960,"risked","-0.03","0.1",2,"14:56",,
"Ray Kelly said about 200 people have been arrested. 142 in the park, and 50 to 60 in the surrounding area. #ows",1321387200,"kelly","0.0","0.0",3,"15:00",,
"Our own @JoshHarkinson may have been the only reporter to witness the major arrests at #ows last night: http://t.co/cWGpnyOa",1321387380,"witness","0.16","0.65",31,"15:03",,
"Journalists reporting they were roughed up and arrested by NYPD while trying to cover #OWS eviction this morning: http://t.co/ZKRnQ4BJ",1321387440,"roughed","0.0","0.0",5,"15:04",,
"What 99% need,not #Police that #Attack #Protestors,what we need are cops that will arrest #Everyone involved in the #Destruction of US #ows",1321387560,"involved","0.0","0.0",3,"15:06",,
"I get the feeling NYPD want to arrest everyone on this march. Past behaviour wd suggest #NYPD will also ignore the law to do so. #ows",1321387740,"behaviour","-0.25","0.25",6,"15:09",,
"This morning, the United States of America started arresting journalists http://t.co/qu6jSvte #OWS",1321388520,"arresting","0.0","0.0",3,"15:22",,
"Arrests at Zuccotti Park:Ray Kelly said about 200 ... - NY Daily News http://t.co/4tD7nWDg #ows #occupy #Zucotti #NYC #arrests",1321388520,"arrests","0.0","0.0",2,"15:22",,
"“@RebelDiaz: Free @intikana the homey got beaten and arrested early this morning at #OWS @RDACBX #Family”",1321388760,"homey","0.25","0.55",5,"15:26",,
"“@RebelDiaz: Free @intikana the homey got beaten and arrested early this morning at #OWS @RDACBX #Family”",1321388760,"homey","0.25","0.55",5,"15:26",,
"American citizens being told by British police that he cannot approach his own embassy, will face arrest if he tries #occupylsx #ows",1321388820,"british","0.2","0.33",6,"15:27",,
"Michael Bloomberg has broken more laws this morning than the hundreds of protesters who were arrested at #OWS ...",1321389060,"broken","0.05","0.45",19,"15:31",,
"#OccupyPortland protester arrested after tossing incendiary device at cops http://t.co/6XtIpLuJ #tcot #tlot #sgp #ows #ocra",1321389060,"incendiary","0.0","0.0",24,"15:31",,
"During 1am raid of Zuccotti Park: ALL media banned, 1 NPR reporter arrested, 2 NYPD vans brought in to block photos. This is a BFD. #ows",1321389060,"bfd","0.0","0.0",30,"15:31",,
"Councilmember Ydanis Rodriguez (@ydanis), arrested this am, still in custody at 100 Centre St, spokesman David Segal says #ows",1321389120,"segal","0.0","0.0",5,"15:32",,
"With #OWS being unlawfully evicted, Palestinians being arrested for trying to ride Segregated buses to Jerusalem #freedomrides this is #1968",1321389120,"segregated","0.0","0.0",25,"15:32",,
"Councilman ydanis Rodriguez arrested at zucotti park eviction, claims nypd brutality #occupywallstreet #ows",1321389240,"ydanis","0.0","0.0",28,"15:34",,
"Am still reporting on #OWS for NPR since being released from jail following my arrest. Catch me at the top of the hour. #fb",1321389360,"catch","0.25","0.3",9,"15:36",,
"If the state asks you to violently arrest peaceful protesters exercising a human right to assemble the ethical thing to do is refuse. #OWS",1321389360,"ethical","0.18","0.43",2,"15:36",,
"BREAKING: Protesters try to reenter park, reports of arrests (via @NYTMetro) #ows",1321389780,"reenter","0.0","0.0",51,"15:43",,
"The @NY_POLICE arrest city councilman at #OWS, seen bleeding during #raid http://t.co/fsi2vwGg via @NewYorkObserver",1321389900,"bleeding","0.0","0.0",7,"15:45",,
"Remember that time there were tons of arrests and 7 deaths at #OWS yet none at Tea Party Events? Good Times.",1321389960,"tons","0.6","0.85",4,"15:46",,
